1344011706725519361 2020-12-30 04:05:36 +0800 <wMNhyaRVsIOCywu> @GKesarios τα συλλυπητηρια μου να ζησετε για να την θυμαστε.
1343787495318700033 2020-12-29 13:14:39 +0800 <wMNhyaRVsIOCywu> ΠΕΡΙ ΕΝΩΣΕΩΣ ΤΟΥ "ΧΩΡΟΥ"  https://t.co/a6Eu1pWYp6 μέσω @korina13
1314755621812678656 2020-10-10 10:32:21 +0800 <wMNhyaRVsIOCywu> ΣΟΦΙΑ ΒΟΥΛΤΕΨΗ: ΝΑ ΑΝΑΚΗΡΥΞΟΥΜΕ… ΑΓΙΟ ΤΟΝ ΦΥΣΣΑ ΠΟΥ ΜΑΣ ΕΔΩΣΕ ΤΗΝ ΕΥΚΑΙΡΙΑ ΝΑ ΚΛΕΙΣΟΥΜΕ ΤΗΝ ΧΡΥΣΗ ΑΥΓΗ ΣΤΗ ΦΥΛΑΚΗ! (ΒΙΝΤΕΟ)  https://t.co/lfpj8b82IT μέσω @korina13
1314755249865994243 2020-10-10 10:30:53 +0800 <wMNhyaRVsIOCywu> ΟΥΑΟΥ! Η ΚΥΒΕΡΝΗΣΗ ΤΗΡΕΙ ΙΣΕΣ ΑΠΟΣΤΑΣΕΙΣ, ΑΛΛΑ Ο… ΜΠΟΓΔΑΝΟΣ ΠΑΡΑΙΤΗΘΗΚΕ ΑΠΟ ΤΗΝ ΕΠΙΤΡΟΠΗ ΦΙΛΙΑΣ ΜΕ ΤΟ ΑΖΕΡΜΠΑΪΤΖΑΝ  https://t.co/uM8xOf4Ihh μέσω @korina13
1314754908139200512 2020-10-10 10:29:31 +0800 <wMNhyaRVsIOCywu> ΜΕ ΤΗΝ ΧΡΥΣΗ ΑΥΓΗ ΣΤΗ ΦΥΛΑΚΗ ΟΛΑ ΕΠΙΤΡΕΠΟΝΤΑΙ: ΕΛΕΥΘΕΡΟΣ Ο ΠΑΚΙΣΤΑΝΟΣ ΒΙΑΣΤΗΣ ΤΗΣ ΘΕΣΣΑΛΟΝΙΚΗΣ!  https://t.co/hSZkl8TKJM μέσω @korina13
1314754515866988544 2020-10-10 10:27:58 +0800 <wMNhyaRVsIOCywu> ΧΡΥΣΗ ΑΥΓΗ ΘΑ ΛΕΤΕ ΚΑΙ ΘΑ ΚΛΑΙΤΕ! «ΕΥΠΑΘΕΙΣ» ΚΑΙΝΕ ΤΗ ΜΙΣΗ ΕΛΛΑΔΑ! ΚΑΙ ΤΩΡΑ ΚΟΥΦΑΛΕΣ «ΕΘΝΙΚΟΦΡΟΝΕΣ», ΚΛΕΙΣΤΕΙΤΕ ΣΤΑ ΚΑΒΟΥΚΙΑ ΣΑΣ!  https://t.co/IaFxry8lJK μέσω @korina13
1314736854026121221 2020-10-10 09:17:47 +0800 <wMNhyaRVsIOCywu> Επιτέλους Ενώθηκαν! Όλοι τους Εναντίον της … Χρυσής Αυγής! -  https://t.co/j3DIn3lPaL  https://t.co/2LB5Yidamn
1314735495436476418 2020-10-10 09:12:23 +0800 <wMNhyaRVsIOCywu> Κούγιας για Χρυσή Αυγή: Καταργήθηκε το τεκμήριο της αθωότητας -  https://t.co/j3DIn3lPaL  https://t.co/bhicp8RrTb
1314734633741942784 2020-10-10 09:08:57 +0800 <wMNhyaRVsIOCywu> Μητσοτάκης προς σιωνιστές: "Αποστολή εξετελέσθη" -  https://t.co/j3DIn3lPaL  https://t.co/aAQeMmPAt1
1314734221525684225 2020-10-10 09:07:19 +0800 <wMNhyaRVsIOCywu> Σκέψεις μετά τη δίκη -  https://t.co/j3DIn3lPaL  https://t.co/NxFEizw6YI
1314733435613859840 2020-10-10 09:04:12 +0800 <wMNhyaRVsIOCywu> Σταλινική λογοκρισία στον καιρό των «πατριωτών»: Διαγράφηκε ο λογαριασμός του Αρχηγού της Χρυσής Αυγής στο twitter -  https://t.co/j3DIn3lPaL  https://t.co/5HmAEI1pwM
1314668219991494660 2020-10-10 04:45:03 +0800 <wMNhyaRVsIOCywu> @m_ourania ειμαστε απο ατσαλι ουρανια και δεν λυγιζουμε να εισαι περηφανη για τους υπεροχους γονεις σου ο αγωνας μας θα συνεχιστει μεχρι εσχατων δεν θα υποχωρησουμε σε αυτο το αισχρο και ανθελληνικο καθεστως .Ζητω η νικη.
1314407002152595456 2020-10-09 11:27:04 +0800 <wMNhyaRVsIOCywu> ΚΑΙ ΤΟ ΛΑΜΟΓΙΟ Ο ΒΕΛΟΠΟΥΛΟΣ ΠΑΝΗΓΥΡΙΣΕ ΕΞΑΛΛΑ ΤΗΝ ΚΑΤΑΔΙΚΗ ΤΗΣ ΧΡΥΣΗΣ ΑΥΓΗΣ  https://t.co/yDlX0pfE2s μέσω @korina13
1314406698627588099 2020-10-09 11:25:52 +0800 <wMNhyaRVsIOCywu> ΣΤΗΜΕΝΗ ΔΙΚΗ ΙΔΕΩΝ! ΕΙΣΑΓΓΕΛΕΑΣ: ΔΕ ΜΠΟΡΟΥΜΕ ΝΑ ΤΟΥΣ ΧΟΡΗΓΗΣΟΥΜΕ ΕΛΑΦΡΥΝΤΙΚΑ ΓΙΑΤΙ ΣΤΡΕΦΟΝΤΑΙ ΚΑΤΑ ΤΟΥ ΔΗΜΟΚΡΑΤΙΚΟΥ ΠΟΛΙΤΕΥΜΑΤΟΣ!  https://t.co/LR1p5q1xyu μέσω @korina13
1314406423942529025 2020-10-09 11:24:46 +0800 <wMNhyaRVsIOCywu> ΜΠΟΥΜΠΟΥΚΟ ΜΑΘΕ ΓΙΑ ΤΟ ’81, ΓΙΑΤΙ Η ΙΣΤΟΡΙΑ ΕΠΑΝΑΛΑΜΒΑΝΕΤΑΙ!  https://t.co/aTqkVffjin μέσω @korina13
1314405945351507969 2020-10-09 11:22:52 +0800 <wMNhyaRVsIOCywu> 8 ΟΚΤΩΒΡΙΟΥ 1838: Ο ΛΟΓΟΣ ΤΟΥ ΚΟΛΟΚΟΤΡΩΝΗ ΣΤΗΝ ΠΝΥΚΑ  https://t.co/ZxdujKIJbh μέσω @wordpressdotcom
1314404480511860737 2020-10-09 11:17:03 +0800 <wMNhyaRVsIOCywu> ΚΩΣΤΑΣ ΜΗΤΣΟΤΑΚΗΣ ΣΕ ΓΕΡΜΑΝΟΥΣ ΠΟΥ ΤΟΝ ΣΥΝΕΛΑΒΑΝ ΤΥΧΑΙΑ: ΠΩΣ ΤΟΛΜΑΤΕ ΝΑ ΜΕ ΣΥΛΛΑΜΒΑΝΕΤΕ ΕΝΩ ΕΙΜΑΙ ΣΥΝΟΜΙΛΗΤΗΣ ΣΑΣ;  https://t.co/QnFqd9YJRn μέσω @korina13
1314404048897007616 2020-10-09 11:15:20 +0800 <wMNhyaRVsIOCywu> Ο ΣΤΡΑΤΗΓΟΣ ΠΑΤΤΑΚΟΣ ΟΠΩΣ ΤΟΝ ΓΝΩΡΙΣΑ  https://t.co/RWPKCnoUp7 μέσω @korina13
1314403425107537921 2020-10-09 11:12:51 +0800 <wMNhyaRVsIOCywu> 8 ΟΚΤΩΒΡΙΟΥ 1912: Η ΑΠΕΛΕΥΘΕΡΩΣΗ ΤΗΣ ΛΗΜΝΟΥ  https://t.co/9paF47lOfd μέσω @korina13
1314384725696483330 2020-10-09 09:58:33 +0800 <wMNhyaRVsIOCywu> Νέα ψέματα για “ανάπτυξη” από την κυβέρνηση ΝΔ -  https://t.co/j3DIn3lPaL  https://t.co/7rs7r7ky58
1314384306853351425 2020-10-09 09:56:53 +0800 <wMNhyaRVsIOCywu> ΗΠΑ και η Τουρκία την 1η Οκτωβρίου 2020 έκαναν κοινά γυμνάσια! -  https://t.co/j3DIn3lPaL  https://t.co/yBqQjF5QeX
1314383927407267842 2020-10-09 09:55:23 +0800 <wMNhyaRVsIOCywu> Η ιστοσελίδα του ΣΥΡΙΖΑ πού ήξερε την απόφαση και την ανακοίνωσε από την προηγούμενη μέρα; -  https://t.co/j3DIn3lPaL  https://t.co/B0vFJD31Ll
1314383482450186242 2020-10-09 09:53:36 +0800 <wMNhyaRVsIOCywu> Ν.Γ. ΜΙΧΑΛΟΛΙΑΚΟΣ: ΜΑΣ ΚΑΤΑΔΙΚΑΣΑΝ ΓΙΑ ΤΙΣ ΙΔΕΕΣ ΜΑΣ -  https://t.co/j3DIn34dMb  https://t.co/Yn6vm5vVqJ
1314383266925948929 2020-10-09 09:52:45 +0800 <wMNhyaRVsIOCywu> Από το “λεφτά υπάρχουν” του Τζωρτζ Παπανδρέου στην “ανάπτυξη” του Κυριάκου Μητσοτάκη -  https://t.co/j3DIn3lPaL  https://t.co/cJLMpPuYDA
1314382969017118720 2020-10-09 09:51:34 +0800 <wMNhyaRVsIOCywu> Στημένη δίκη ιδεών: Εισαγγελέας: "Δεν μπορούμε να τους χορηγήσουμε ελαφρυντικά γιατί στρέφονται κατά του δημοκρατικού πολιτεύματος"! -  https://t.co/j3DIn3lPaL  https://t.co/goav6uC7ZH
1314382584051388416 2020-10-09 09:50:02 +0800 <wMNhyaRVsIOCywu> Πανηγυρίζει ο "μικρός Στάλιν" Θεοδωρικάκος: "Εμείς στείλαμε τους φασίστες φυλακή"! -  https://t.co/j3DIn3lPaL  https://t.co/0rQiPmYExU
1314381871506128898 2020-10-09 09:47:12 +0800 <wMNhyaRVsIOCywu> Τι θα γίνει με τους δολοφόνους της MARFIN; Ακόμα τους... πλησιάζει ο Χρυσοχοΐδης; -  https://t.co/j3DIn3lPaL  https://t.co/AY5uSlQjFB
1314052994258919424 2020-10-08 12:00:22 +0800 <wMNhyaRVsIOCywu> Ν. ΜΙΧΑΛΟΛΙΑΚΟΣ: Η ΚΑΤΑΔΙΚΗ ΟΛΩΝ ΤΩΝ ΒΟΥΛΕΥΤΩΝ ΑΠΟΔΕΙΚΝΥΕΙ ΟΤΙ Η ΔΙΩΞΗ ΜΑΣ ΗΤΑΝ ΙΔΕΟΛΟΓΙΚΗ ΚΑΙ ΠΟΛΙΤΙΚΗ  https://t.co/6OZ5glvikD μέσω @korina13
1314052282741403649 2020-10-08 11:57:32 +0800 <wMNhyaRVsIOCywu> Ε ΡΕ ΓΛΕΝΤΙΑ! ΚΑΙ Η ΝΟΥΔΟΥΛΑ ΕΞΩ ΑΠΟ ΤΟ ΕΦΕΤΕΙΟ, ΑΓΚΑΛΙΑ ΜΕ ΤΗΝ ΑΚΡΑ ΑΡΙΣΤΕΡΑ!  https://t.co/rdK1cmFT8w μέσω @korina13
1314051982836064256 2020-10-08 11:56:21 +0800 <wMNhyaRVsIOCywu> ΚΛΕΙΣΤΕ ΤΟΥΣ ΟΛΟΥΣ ΜΕΣΑ «ΑΝΕΞΑΡΤΗΤΟΙ ΔΙΚΑΣΤΕΣ» ΝΑ ΤΕΛΕΙΩΝΟΥΜΕ ΜΙΑ ΓΙΑ ΠΑΝΤΑ ΜΑΖΙ ΤΟΥΣ!  https://t.co/5wm3JKS4lI μέσω @korina13
1314051404726706176 2020-10-08 11:54:03 +0800 <wMNhyaRVsIOCywu> ΙΔΕΟΛΟΓΟΙ ΚΟΜΜΟΥΝΙΣΤΕΣ ΚΑΤΑΓΓΕΛΛΟΥΝ: Η ΑΠΑΙΤΗΣΗ ΚΑΤΑΔΙΚΗΣ ΤΗΣ ΧΡΥΣΗΣ ΑΥΓΗΣ ΑΠΟ ΤΟ ΑΣΤΙΚΟ ΚΡΑΤΟΣ ΑΠΟΔΕΙΚΝΥΕΙ ΟΤΙ ΤΟ ΚΚΕ ΕΙΝΑΙ ΤΣΙΡΑΚΙ ΤΟΥ ΣΥΣΤΗΜΑΤΟΣ  https://t.co/C5cdo8Ugag μέσω @korina13
1314050938072686593 2020-10-08 11:52:12 +0800 <wMNhyaRVsIOCywu> ΣΙΧΑΜΑΤΑ ΤΗΣ ΚΟΙΝΩΝΙΑΣ! ΚΑΙ ΤΑ ΛΑΜΟΓΙΑ ΤΟΥ ΒΕΛΟΠΟΥΛΟΥ «ΔΙΚΑΣΑΝ» ΚΑΙ «ΚΑΤΑΔΙΚΑΣΑΝ» ΤΗΝ ΧΡΥΣΗ ΑΥΓΗ!  https://t.co/QE15cuJAFw μέσω @korina13
1314049679726911488 2020-10-08 11:47:12 +0800 <wMNhyaRVsIOCywu> ΠΟΙΟΣ ΕΞΟΡΙΣΕ ΑΠΟ ΤΗΝ ΒΟΥΛΗ ΤΗΝ ΧΡΥΣΗ ΑΥΓΗ;  https://t.co/w15Vgp26EN μέσω @korina13
1314049263844851712 2020-10-08 11:45:33 +0800 <wMNhyaRVsIOCywu> ΑΛΗΤΕΣ, ΠΟΥ ΚΟΥΝΑΤΕ ΤΟ ΔΑΧΤΥΛΟ ΣΤΟΥΣ ΠΟΛΙΤΕΣ ΓΙΑ ΤΗΝ ΤΗΡΗΣΗ ΤΩΝ… ΜΕΤΡΩΝ ΠΡΟΣΤΑΣΙΑΣ, ΘΑ ΤΟΛΜΗΣΕΤΕ ΝΑ ΕΜΦΑΝΙΣΤΕΙΤΕ ΣΗΜΕΡΑ;  https://t.co/rLEpPHQz61 μέσω @korina13
1314037710047322112 2020-10-08 10:59:38 +0800 <wMNhyaRVsIOCywu> Homo homini lupus est -  https://t.co/j3DIn3lPaL  https://t.co/LL54tXwBra
1314036572971511809 2020-10-08 10:55:07 +0800 <wMNhyaRVsIOCywu> Κυκλοφόρησε η εφημερίδα ΧΡΥΣΗ ΑΥΓΗ, αρ. φύλλου 1201 -  https://t.co/j3DIn3lPaL  https://t.co/TiYosGgYvX
1314036259409534985 2020-10-08 10:53:52 +0800 <wMNhyaRVsIOCywu> Κάποιοι θέλουν την καταδίκη της Χρυσής Αυγής για… προληπτικούς λόγους! -  https://t.co/j3DIn3lPaL  https://t.co/O43MJrQGco
1314035855481352193 2020-10-08 10:52:16 +0800 <wMNhyaRVsIOCywu> Στέλεχος ΝΔ για τις Πρέσπες: “Η Νέα Δημοκρατία να ζητήσει συγγνώμη από τον ΣΥΡΙΖΑ” -  https://t.co/j3DIn3lPaL  https://t.co/gCDmgIQHVH
1313692400351666178 2020-10-07 12:07:30 +0800 <wMNhyaRVsIOCywu> ΑΥΤΟΙ ΕΙΝΑΙ ΟΙ… ΘΑΝΑΣΙΜΟΙ ΕΧΘΡΟΙ ΤΗΣ ΤΟΥΡΚΙΑΣ! ΣΙΩΝΙΣΤΕΣ ΔΙΑΔΗΛΩΝΟΥΝ ΥΠΕΡ ΑΖΕΡΜΠΑΪΤΖΑΝ ΚΑΙ ΤΟΥΡΚΙΑΣ!  https://t.co/NVb0uOMcLF μέσω @korina13
1313691238630125568 2020-10-07 12:02:53 +0800 <wMNhyaRVsIOCywu> ΤΟ ΧΡΕΟΣ ΤΩΝ ΕΘΝΙΚΙΣΤΩΝ ΣΤΗΝ ΕΛΛΑΔΑ ΤΟΥ ΣΗΜΕΡΑ  https://t.co/1laBfMdJxV μέσω @korina13
1313690210853695488 2020-10-07 11:58:48 +0800 <wMNhyaRVsIOCywu> ΠΕΤΣΑΣ: ΜΗΝ ΑΚΟΥΤΕ ΤΟΝ ΨΕΥΤΑΡΑ ΤΟΝ ΜΠΟΥΜΠΟΥΚΟ. ΕΙΜΑΣΤΕ ΠΡΟΣΗΛΩΜΕΝΟΙ ΣΤΗΝ ΣΥΜΦΩΝΙΑ ΤΩΝ ΠΡΕΣΠΩΝ  https://t.co/yqO4alOnLm μέσω @korina13
1313689731641880581 2020-10-07 11:56:53 +0800 <wMNhyaRVsIOCywu> ΠΡΩΤΟΦΑΝΕΣ ΣΤΑ ΠΑΓΚΟΣΜΙΑ ΧΡΟΝΙΚΑ! ΟΙ ΚΛΕΦΤΕΣ ΚΑΙ ΟΙ ΠΡΟΔΟΤΕΣ ΤΗΣ ΒΟΥΛΗΣ ΔΙΚΑΣΑΝ ΚΑΙ ΚΑΤΑΔΙΚΑΣΑΝ ΤΗΝ ΧΡΥΣΗ ΑΥΓΗ!  https://t.co/e53FSEnE8h μέσω @korina13
1313688307386200065 2020-10-07 11:51:14 +0800 <wMNhyaRVsIOCywu> ΞΕΔΙΑΝΤΡΟΠΟΙ ΟΙ ΦΟΥΣΤΗΔΕΣ ΤΗΣ ΨΟΦΟΔΕΞΙΑΣ! ΙΔΟΥ ΠΟΙΟΙ ΥΠΕΡΨΗΦΙΖΑΝ ΤΑ ΝΟΜΟΣΧΕΔΙΑ ΤΟΥ ΣΥΡΙΖΑ ΣΤΗ ΒΟΥΛΗ!  https://t.co/bPF7KzxB4q μέσω @korina13
1313687239000567808 2020-10-07 11:46:59 +0800 <wMNhyaRVsIOCywu> Γ. ΤΡΑΓΚΑΣ: ΕΙΝΑΙ ΓΕΛΟΙΟ Ν’ ΑΚΟΥΣ ΤΑ ΜΕΛΗ ΤΗΣ ΓΕΡΜΑΝΟΔΟΥΛΗΣ ΟΙΚΟΓΕΝΕΙΑΣ ΜΗΤΣΟΤΑΚΗ ΝΑ ΕΠΙΤΙΘΕΝΤΑΙ ΚΑΤΑ ΤΗΣ ΧΡΥΣΗΣ ΑΥΓΗΣ!  https://t.co/pSBB30tp2C μέσω @korina13
1313684991277236226 2020-10-07 11:38:03 +0800 <wMNhyaRVsIOCywu> ΔΕΝ ΕΙΝΑΙ ΜΟΝΟ Η ΧΟΥΝΤΑ ΜΗΤΣΟΤΑΚΗ ΠΟΥ ΤΗΡΕΙ ΙΣΕΣ ΑΠΟΣΤΑΣΕΙΣ ΑΠΟ ΑΡΜΕΝΙΑ ΚΑΙ ΑΖΕΡΜΠΑΪΤΖΑΝ – ΕΙΝΑΙ ΚΑΙ ΤΑ ΚΟΚΚΙΝΑ ΔΕΚΑΝΙΚΙΑ ΤΗΣ!  https://t.co/rLmBBUSaXl μέσω @korina13
1313683633778184193 2020-10-07 11:32:40 +0800 <wMNhyaRVsIOCywu> ΤΟ ΘΡΑΣΟΣ ΤΗΣ ΠΡΟΔΟΤΟΚΡΑΤΙΑΣ ΚΑΙ Η ΕΛΛΗΝΙΚΗ ΟΔΟΣ ΤΟΥ ΛΑΪΚΟΥ ΕΘΝΙΚΙΣΜΟΥ  https://t.co/LKpFQwoLID μέσω @korina13
1313681835214467073 2020-10-07 11:25:31 +0800 <wMNhyaRVsIOCywu> Η ΕΝΟΧΗ ΣΙΩΠΗ ΤΩΝ «ΕΘΝΙΚΟΦΡΟΝΩΝ» ΣΤΑ ΑΙΣΧΗ ΚΑΤΑ ΤΗΣ ΧΡΥΣΗΣ ΑΥΓΗΣ!  https://t.co/inYGGhocZO μέσω @korina13
1313666833770336256 2020-10-07 10:25:54 +0800 <wMNhyaRVsIOCywu> Μόρια: Από το 296 Τάγμα Πεζικού σε έναν σκουπιδότοπο -  https://t.co/j3DIn3lPaL  https://t.co/5Ux2Pbs9U8
1313666399626317825 2020-10-07 10:24:11 +0800 <wMNhyaRVsIOCywu> Ιδού η «συνεργασία» της Χρυσής Αυγής με τον Σύριζα -  https://t.co/j3DIn3lPaL  https://t.co/rp2uDPXsxd
1313666023594356738 2020-10-07 10:22:41 +0800 <wMNhyaRVsIOCywu> Ανδρέας Λοβέρδος: “Το τι λέει το ένα ή το άλλο κόμμα είναι παντελώς αδιάφορο, αλλιώς θα απέδιδαν δικαιοσύνη τα κόμματα.” -  https://t.co/j3DIn3lPaL  https://t.co/tVeCMUfJoU
1313665508185714689 2020-10-07 10:20:38 +0800 <wMNhyaRVsIOCywu> Στην εφημερίδα Χρυσή Αυγή που κυκλοφορεί αύριο: Επιτέλους ενώθηκαν... όλοι κατά Χρυσής Αυγής -  https://t.co/j3DIn3lPaL  https://t.co/Gwm44egJro
1313665191691915265 2020-10-07 10:19:23 +0800 <wMNhyaRVsIOCywu> Ποιος εξόρισε από την Βουλή την Χρυσή Αυγή; -  https://t.co/j3DIn3lPaL  https://t.co/9YL4p9c2BV
1313664786429861888 2020-10-07 10:17:46 +0800 <wMNhyaRVsIOCywu> Ποιος ήταν ο Κυριάκος Μητσοτάκης που ζητούσε από τον λαό των Χανίων "νομιμοφροσύνη προς τις γερμανικές αρχές κατοχής"; -  https://t.co/j3DIn3lPaL  https://t.co/OyFMziALfD
1313664319406714884 2020-10-07 10:15:55 +0800 <wMNhyaRVsIOCywu> Πολάκης κατά Ρουβά, Σφακιανάκη, Γαϊτάνου, Βέρτη, και Σαμπρίνας για Χρυσή Αυγή -  https://t.co/j3DIn3lPaL  https://t.co/dVIxaesQLJ
1313663985347162112 2020-10-07 10:14:35 +0800 <wMNhyaRVsIOCywu> Και ο Τζωρτζ Σόρος "δίκασε" και "καταδίκασε" την Χρυσή Αυγή, διά του εκπροσώπου του στην Βουλή! -  https://t.co/j3DIn3lPaL  https://t.co/RaIfbSrRoQ
1313663602935635970 2020-10-07 10:13:04 +0800 <wMNhyaRVsIOCywu> Εφημερίδα “δημοκρατία”: Μαζί Σαμαράς και Τσίπρας κατά Χρυσής Αυγής -  https://t.co/j3DIn3lPaL  https://t.co/fvzruZSJga
1313556530550190080 2020-10-07 03:07:36 +0800 <wMNhyaRVsIOCywu> @petros_constant η καταρα των δολοφονημενων της μαρφιν να σε ακολουθει μεχρι να ψοφησεις.
1313325664569831424 2020-10-06 11:50:13 +0800 <wMNhyaRVsIOCywu> ΚΑΝΕΝΑΣ ΔΕΝ ΕΙΧΕ ΤΟ ΘΑΡΡΟΣ ΝΑ ΔΗΜΟΣΙΕΥΣΕΙ ΤΗΝ ΑΠΑΝΤΗΣΗ ΤΗΣ ΧΡΥΣΗΣ ΑΥΓΗΣ ΣΤΗΝ ΝΕΑ ΕΚΣΤΡΑΤΕΙΑ ΛΑΣΠΗΣ  https://t.co/qEB521dVkC μέσω @korina13
1313324651070795776 2020-10-06 11:46:11 +0800 <wMNhyaRVsIOCywu> ΚΥΝΙΚΗ ΟΜΟΛΟΓΙΑ ΣΑΜΑΡΑ: ΠΟΙΑ ΔΟΛΟΦΟΝΙΑ ΦΥΣΣΑ; ΑΥΤΗ ΗΤΑΝ ΜΟΝΟ Η ΑΦΟΡΜΗ, ΤΟΥΣ ΤΗΝ ΕΙΧΑΜΕ ΣΤΗΜΕΝΗ!  https://t.co/CATdV6QZDJ μέσω @korina13
1313323450564476929 2020-10-06 11:41:25 +0800 <wMNhyaRVsIOCywu> Η ΧΟΥΝΤΑ ΜΗΤΣΟΤΑΚΗ ΑΠΑΓΟΡΕΥΕΙ ΤΙΣ ΕΚΔΗΛΩΣΕΙΣ ΓΙΑ ΤΗΝ 28Η ΟΚΤΩΒΡΙΟΥ, ΑΛΛΑ ΟΧΙ ΤΙΣ ΔΙΑΔΗΛΩΣΕΙΣ ΚΑΤΑ ΤΗΣ ΧΡΥΣΗΣ ΑΥΓΗΣ!  https://t.co/qeueRC4FbJ μέσω @korina13
1313323167717355522 2020-10-06 11:40:18 +0800 <wMNhyaRVsIOCywu> Α ΡΕ ΜΠΟΥΜΠΟΥΚΟ ΨΕΥΤΑΡΑ! ΠΟΣΤΑΡΕ ΦΩΤΟΓΡΑΦΙΕΣ ΜΕ ΚΑΤΑΣΤΡΟΦΕΣ ΣΕ ΣΧΟΛΕΙΟ ΑΠΟ ΤΟ 2017, ΓΙΑ ΤΩΡΙΝΕΣ!  https://t.co/YeR5pV5rix μέσω @korina13
1313322942764285952 2020-10-06 11:39:24 +0800 <wMNhyaRVsIOCywu> Ε-Ε-ΕΡΧΟΝΤΑΙ! 850 «ΠΡΟΣΦΥΓΑΚΙΑ» ΑΠΟ ΤΗΝ ΛΕΣΒΟ ΓΙΑ ΕΠΟΙΚΙΣΜΟ ΣΤΗΝ ΗΠΕΙΡΩΤΙΚΗ ΕΛΛΑΔΑ!  https://t.co/JuSvEHxarm μέσω @korina13
1313321854967394304 2020-10-06 11:35:05 +0800 <wMNhyaRVsIOCywu> ΤΟ «ΟΛΕΘΡΙΟ» ΠΕΡΑΣΜΑ ΤΗΣ ΧΡΥΣΗΣ ΑΥΓΗΣ ΚΑΙ Η… ΓΚΙΛΟΤΙΝΑ!  https://t.co/OotvMsSl5R μέσω @korina13
1313321495171653632 2020-10-06 11:33:39 +0800 <wMNhyaRVsIOCywu> ΟΛΩΣ… ΤΥΧΑΙΩΣ, ΑΥΤΟΝ ΒΡΗΚΕ Ο ΠΑΠΑΔΑΚΗΣ ΝΑ ΕΜΦΑΝΙΣΕΙ ΩΣ ΕΚΠΡΟΣΩΠΟ ΤΩΝ ΜΑΘΗΤΩΝ ΠΟΥ ΕΙΝΑΙ ΚΑΤΑ ΤΩΝ ΚΑΤΑΛΗΨΕΩΝ!  https://t.co/6Bp7H5QIzx μέσω @korina13
1313321329966362630 2020-10-06 11:33:00 +0800 <wMNhyaRVsIOCywu> ΠΟΙΟΣ ΗΤΑΝ Ο ΚΥΡΙΑΚΟΣ ΜΗΤΣΟΤΑΚΗΣ (ΧΙΤΛΕΡΑΚΗΣ) ΠΟΥ ΖΗΤΟΥΣΕ ΑΠΟ ΤΟΝ ΛΑΟ ΤΩΝ ΧΑΝΙΩΝ «ΝΟΜΙΜΟΦΡΟΣΥΝΗ ΠΡΟΣ ΤΙΣ ΓΕΡΜΑΝΙΚΕΣ ΑΡΧΕΣ ΚΑΤΟΧΗΣ»;  https://t.co/WrpWlxx26D μέσω @korina13
1313309767276912640 2020-10-06 10:47:03 +0800 <wMNhyaRVsIOCywu> Δεν είναι φαινόμενο σημερινό η λάσπη κατά της Χρυσής Αυγής - Ένα επίκαιρο άρθρο του... 2005! -  https://t.co/j3DIn3lPaL  https://t.co/PsDxOT7ErS
1313308690800349185 2020-10-06 10:42:46 +0800 <wMNhyaRVsIOCywu> Όταν η θεία του Κυριάκου Μητσοτάκη υποδεχόταν και προσφωνούσε γερμανιστί τον δυνάστη της Κρήτης, Στρατηγό Αντρέ! -  https://t.co/j3DIn3lPaL  https://t.co/ol0mENbLfq
1313308356627623936 2020-10-06 10:41:26 +0800 <wMNhyaRVsIOCywu> Α' Βαλκανικός Πόλεμος - Για τον αδελφό τον σκλαβωμένο και της Πατρίδας την Τιμή -  https://t.co/j3DIn3lPaL  https://t.co/mcJX3qPKid
1313307806443999237 2020-10-06 10:39:15 +0800 <wMNhyaRVsIOCywu> Αλληλεγγύη της Χρυσής Αυγής Αυστραλίας στον δοκιμαζόμενο λαό του Αρτσάχ -  https://t.co/j3DIn3lPaL  https://t.co/CLQJOZVFFa
1313307467649081345 2020-10-06 10:37:55 +0800 <wMNhyaRVsIOCywu> Το χρέος των Εθνικιστών στην Ελλάδα του σήμερα -  https://t.co/j3DIn3lPaL  https://t.co/ZH4nR6ndNg
1313306544738570240 2020-10-06 10:34:14 +0800 <wMNhyaRVsIOCywu> Ολοκληρωτική ήττα της κυβέρνησης Ν.Δ. σε Ευρώπη, ΟΗΕ και ΝΑΤΟ… -  https://t.co/j3DIn3lPaL  https://t.co/8ZmTcnKi1Q
1313306163656773633 2020-10-06 10:32:44 +0800 <wMNhyaRVsIOCywu> Ελεύθερο το Facebook για τους πρώην χρυσαυγίτες που βρίζουν την Χρυσή Αυγή -  https://t.co/j3DIn3lPaL  https://t.co/IXY0nup9R6
1313305813516156929 2020-10-06 10:31:20 +0800 <wMNhyaRVsIOCywu> Η Χρυσή Αυγή καταδικάζει την προβοκάτσια στο Εβραϊκό Νεκροταφείο -  https://t.co/j3DIn3lPaL  https://t.co/5bokh5bx0F
1313305590777737218 2020-10-06 10:30:27 +0800 <wMNhyaRVsIOCywu> Διερευνητικές επαφές για διερεύνηση των... διερευνημένων! -  https://t.co/j3DIn3lPaL  https://t.co/WMQtby1EKM
1313304653069721601 2020-10-06 10:26:43 +0800 <wMNhyaRVsIOCywu> Χωρίς παρέλαση η 28η Οκτωβρίου! -  https://t.co/j3DIn3lPaL  https://t.co/wz194dei4H
