1344032819283075072 2020-12-30 05:29:29 +0800 <albertan48> Kelly Loeffler's conflict of interest is even worse than reported.  https://t.co/m5ULCoy1rY via @MotherJones
1320502392312360961 2020-10-26 07:07:58 +0800 <albertan48> The real reason Vladimir Putin just threw Donald Trump under the bus - Palmer Report  https://t.co/jPfj8eF9Vy
1320500643610542081 2020-10-26 07:01:01 +0800 <albertan48> Biden blasts Trump as U.S. COVID-19 cases mount, Pence staff faces outbreak | CBC News  https://t.co/iKnjy3V4MQ
1320500088439861248 2020-10-26 06:58:49 +0800 <albertan48> 'He was warned': Former U.S. coronavirus task force aide slams Trump's handling of crisis | CTV News  https://t.co/PoWhXXMsVC
1320498386152271872 2020-10-26 06:52:03 +0800 <albertan48> Trump told Bob Woodward he knew in February that COVID-19 was 'deadly stuff' but wanted to 'play it down'  https://t.co/STcapbgkgo
1320498089216495616 2020-10-26 06:50:52 +0800 <albertan48> Trump knew coronavirus was 'deadly' but wanted to 'play it down': Bob Woodward book | CTV News  https://t.co/96dOnsnyA8
1320497116020502528 2020-10-26 06:47:00 +0800 <albertan48> Military General rips "incredible failure" Donald Trump - Palmer Report  https://t.co/2eEFmfEwIm
1320497032742588416 2020-10-26 06:46:40 +0800 <albertan48> Trump in North Carolina: ‘All you hear is Covid, Covid, Covid, Covid, Covid.’ - The New York Times  https://t.co/4ig4j5ctNT
1320469966508847104 2020-10-26 04:59:07 +0800 <albertan48> How Biden has more paths than Trump to 270 electoral votes - CNNPolitics  https://t.co/MRk5TfFHrp
1320469347316322304 2020-10-26 04:56:40 +0800 <albertan48> Biden Trump Electoral Map Based on Polls  https://t.co/mbz0aVoR1i
1320462362369953793 2020-10-26 04:28:54 +0800 <albertan48> Donald Trump's big surrender - Palmer Report  https://t.co/gxLLByDoo5
1320422169910804481 2020-10-26 01:49:12 +0800 <albertan48> (14) #TrumpIsLosing - Twitter Search / Twitter  https://t.co/qFq3YAImEn
1320388353951297537 2020-10-25 23:34:49 +0800 <albertan48> Twitter removes Trump COVID advisor tweet that questioned use of masks | TheHill  https://t.co/PhBliDboJY
1320387522057306114 2020-10-25 23:31:31 +0800 <albertan48> Trump's former Homeland Security adviser on COVID-19: 'We could have saved more lives with a different, faster approach' | TheHill  https://t.co/r8WyxTm9u0
1320385055294779392 2020-10-25 23:21:43 +0800 <albertan48> Trump knew coronavirus was 'deadly', downplayed it: Woodward book - YouTube  https://t.co/rLVprysFCX
1320383883322355714 2020-10-25 23:17:03 +0800 <albertan48> The Battleground States Biden and Trump Need to Win 270 - The New York Times  https://t.co/1weyc1eT2v
1320383545529921538 2020-10-25 23:15:43 +0800 <albertan48> Electoral College Interactive Maps: The Road to 270  https://t.co/mbMrLTZFlO
1320383220010029056 2020-10-25 23:14:25 +0800 <albertan48> Check out this 2020 election forecast via @270toWin  https://t.co/mbz0aVoR1i #2020election
1320383012509380614 2020-10-25 23:13:36 +0800 <albertan48> 2020 Presidential Election Polls: Biden vs. Trump  https://t.co/PBSQGp8vFa
1320381311660388352 2020-10-25 23:06:50 +0800 <albertan48> Bob Woodward book: In Trump interviews for 'Rage,' president says he downplayed coronavirus threat - The Washington Post  https://t.co/WBnNqKGqVq
1320380298706575361 2020-10-25 23:02:49 +0800 <albertan48> Bob Woodward book 'Rage:' Trump admits to concealing true threat of coronavirus - CNNPolitics  https://t.co/WafHgsMyfF
1320378983305728003 2020-10-25 22:57:35 +0800 <albertan48> ElLaQFqWkAgbpn3 (668×299)  https://t.co/gvfpsChjq7
1320377476124569600 2020-10-25 22:51:36 +0800 <albertan48> United States Coronavirus: 8,832,241 Cases and 230,091 Deaths - Worldometer  https://t.co/8HdIx08WiX
1320372597628887040 2020-10-25 22:32:13 +0800 <albertan48> Donald Trump’s COVID-19 plan  https://t.co/USUZodHWb2
1320369735184183299 2020-10-25 22:20:50 +0800 <albertan48> It's all coming together now - Palmer Report  https://t.co/rC7UUr3405
1320246031695556608 2020-10-25 14:09:17 +0800 <albertan48> "Florida Man wouldn't even do this stuff. Why are we accepting it from the president of the United States?"  https://t.co/sEeXZ5tl9o
1320236047628783616 2020-10-25 13:29:37 +0800 <albertan48> Trump knew Covid was deadly but wanted to ‘play it down’, Woodward book says  https://t.co/y9KXspzcQS
1320235151956217856 2020-10-25 13:26:03 +0800 <albertan48> Coronavirus in the U.S.: Map of how many cases have been confirmed across the country, by state  https://t.co/UucWCFnXT7
1320234485389029382 2020-10-25 13:23:24 +0800 <albertan48> The US just topped 1,100 coronavirus deaths a day. One state is getting National Guard help, and others keep breaking records - CNN  https://t.co/NRGFzzjlas
1320233248467763200 2020-10-25 13:18:29 +0800 <albertan48> SNL just hit the nail on the head - Palmer Report  https://t.co/OqZS9rJHXD
1320228853445345280 2020-10-25 13:01:01 +0800 <albertan48> Polly Pollster predicts Biden win based on social media data | CTV News  https://t.co/t0vKQp75MO
1320204710339489792 2020-10-25 11:25:05 +0800 <albertan48> Biden Trump Electoral Map Based on Polls  https://t.co/mbz0aVoR1i
1320199547151237120 2020-10-25 11:04:34 +0800 <albertan48> Forbes Estimates China Paid Trump At Least $5.4 Million Since He Took Office, Via Mysterious Trump Tower Lease  https://t.co/nn62wkd0xY
1320198440341499905 2020-10-25 11:00:10 +0800 <albertan48> Trump told Bob Woodward he knew in February that COVID-19 was 'deadly stuff' but wanted to 'play it down'  https://t.co/STcapbgkgo
1320196249996308482 2020-10-25 10:51:28 +0800 <albertan48> United States Coronavirus: 8,827,932 Cases and 230,068 Deaths - Worldometer  https://t.co/8HdIx08WiX
1320192247078420480 2020-10-25 10:35:34 +0800 <albertan48> Forbes Estimates China Paid Trump At Least $5.4 Million Since He Took Office, Via Mysterious Trump Tower Lease  https://t.co/qKb5Cjiktp
1320179020672057344 2020-10-25 09:43:00 +0800 <albertan48> President Obama just destroyed Donald Trump - Palmer Report  https://t.co/3mQkvkRUBA
1320178251700998145 2020-10-25 09:39:57 +0800 <albertan48> Donald Trump has a whole new Twitter problem - Palmer Report  https://t.co/1VkpGGG6PB
1320177640783761409 2020-10-25 09:37:31 +0800 <albertan48> Bill Barr just blew it again - Palmer Report  https://t.co/ynbQbE4PBi
1320159064450428928 2020-10-25 08:23:42 +0800 <albertan48> The data is in: Fox News may have kept millions from taking the coronavirus threat seriously - The Washington Post  https://t.co/kn3aeOHHcU
1320157760760147969 2020-10-25 08:18:32 +0800 <albertan48> President—Forecasting the US 2020 elections | The Economist  https://t.co/830uwqI45o
1320157119773995009 2020-10-25 08:15:59 +0800 <albertan48> Check out this 2020 election forecast via @270toWin  https://t.co/mbz0aVoR1i #2020election
1320156867843112961 2020-10-25 08:14:59 +0800 <albertan48> 2020 Presidential Election Polls: Biden vs. Trump  https://t.co/PBSQGp8vFa
1320085883987451904 2020-10-25 03:32:55 +0800 <albertan48> United States Coronavirus: 8,800,758 Cases and 229,819 Deaths - Worldometer  https://t.co/8HdIx08WiX
1320007325067874304 2020-10-24 22:20:45 +0800 <albertan48> Introducing the 50 + Best Free Stock Photo Websites | Nomiscom WebDesign  https://t.co/lCYPyvQI2n
1320005418056253440 2020-10-24 22:13:10 +0800 <albertan48> Doctor in Trump 2020 ad is actually a Russian actress: CNBC – Raw Story  https://t.co/AtM0SJe6MK
1320002509012824064 2020-10-24 22:01:37 +0800 <albertan48> Eric Trump’s latest anti-Biden attack just completely blew up in his face – Raw Story  https://t.co/zQPehoNcC2
1320000917635121154 2020-10-24 21:55:17 +0800 <albertan48> Amazon launches a program to pay consumers for their data on non-Amazon purchases | TechCrunch  https://t.co/GBMKZ9peh2
1319999376496881664 2020-10-24 21:49:10 +0800 <albertan48> AOC’s debut Twitch stream is one of the biggest ever - The Verge  https://t.co/DgXJrGHwsD
1319998772311519232 2020-10-24 21:46:46 +0800 <albertan48> Talking on the moon: Nasa and Nokia to install 4G on lunar surface | Science | The Guardian  https://t.co/SxZBE9o5fk
1319995791621017600 2020-10-24 21:34:55 +0800 <albertan48> Trump told Bob Woodward he knew in February that COVID-19 was 'deadly stuff' but wanted to 'play it down'  https://t.co/STcapbgkgo
1319995485168357379 2020-10-24 21:33:42 +0800 <albertan48> Trump knew coronavirus was 'deadly' but wanted to 'play it down': Bob Woodward book | CTV News  https://t.co/96dOnsnyA8
1319985207190056960 2020-10-24 20:52:52 +0800 <albertan48> Biden Trump Electoral Map Based on Polls  https://t.co/mbz0aVoR1i
1319878824750841856 2020-10-24 13:50:08 +0800 <albertan48> Brian Williams just destroyed Donald Trump - Palmer Report  https://t.co/lkJLG7AoP4
1319878315058941952 2020-10-24 13:48:07 +0800 <albertan48> Donald Trump just struck out again today - Palmer Report  https://t.co/6fyaIG0rio
1319877925236191234 2020-10-24 13:46:34 +0800 <albertan48> Donald Trump has berserk meltdown after his secret Chinese bank account is exposed - Palmer Report  https://t.co/RQcPYX0wp7
1319837287224504320 2020-10-24 11:05:05 +0800 <albertan48> Trump Official Brought Hate Connections to the White House | Southern Poverty Law Center  https://t.co/vPgIyrq93P
1319829775297302529 2020-10-24 10:35:14 +0800 <albertan48> Biden Leading Trump Among Voters Who Favor Being Alive | The New Yorker  https://t.co/VtuYBJo5DC
1319828469899902976 2020-10-24 10:30:03 +0800 <albertan48> Check out this 2020 election forecast via @270toWin  https://t.co/mbz0aVoR1i #2020election
1319827986355425281 2020-10-24 10:28:07 +0800 <albertan48> 2020 Presidential Election Polls: Biden vs. Trump  https://t.co/PBSQGp8vFa
1319826331484344320 2020-10-24 10:21:33 +0800 <albertan48> Wait, Donald Trump said WHAT about women? - Palmer Report  https://t.co/sw2aQRFyb4
1319784888258621440 2020-10-24 07:36:52 +0800 <albertan48> Trump’s Philanthropy: Big Tax Write-Offs and Claims That Don’t Always Add Up - The New York Times  https://t.co/CmmW9CVlJj
1319749102075215872 2020-10-24 05:14:40 +0800 <albertan48> Charges: Boogaloo Bois fired on Mpls. precinct, shouted 'Justice for Floyd' -  https://t.co/xWLCQLfMQk  https://t.co/C7GsEbh2GJ
1319706633274978304 2020-10-24 02:25:54 +0800 <albertan48> Records reveal: 1.5 years after Hurricane Maria, FEMA had sent only $3.3 billion to Puerto Rican gov't - CREW | Citizens for Responsibility and Ethics in Washington  https://t.co/wMHklX4nsY
1319705057441447936 2020-10-24 02:19:39 +0800 <albertan48> $80 million dark money group tied to Trump Supreme Court advisor, Leonard Leo - CREW | Citizens for Responsibility and Ethics in Washington  https://t.co/rLs9xCWmfc
1319704410453209088 2020-10-24 02:17:05 +0800 <albertan48> PolitiFact | No, fight against coronavirus isn't rounding the corner, as Donald Trump said  https://t.co/BjYePiqb4w
1319703966872080384 2020-10-24 02:15:19 +0800 <albertan48> United States Coronavirus: 8,688,980 Cases and 228,707 Deaths - Worldometer  https://t.co/8HdIx08WiX
1319703712474906624 2020-10-24 02:14:18 +0800 <albertan48> Biden Trump Electoral Map Based on Polls  https://t.co/mbz0aVoR1i
1319682432732258304 2020-10-24 00:49:45 +0800 <albertan48> Joe Biden just hit it out the park - Palmer Report  https://t.co/nbbtSAftW8
1319682120181108736 2020-10-24 00:48:30 +0800 <albertan48> This is a disaster for Donald Trump - Palmer Report  https://t.co/HaFgKnAGxW
1319654613948133376 2020-10-23 22:59:12 +0800 <albertan48> Cartoons on President Donald Trump | US News  https://t.co/Rrwqq0AGLW
1319654356547850241 2020-10-23 22:58:11 +0800 <albertan48>  https://t.co/FU4sYhr8fU
1319639401845018624 2020-10-23 21:58:45 +0800 <albertan48> CNN's fact-checker laid bare Donald Trump's "bombardment of dishonesty" during the final debate with Joe Biden.  https://t.co/NWBr5p9l8t
1319638937925685248 2020-10-23 21:56:55 +0800 <albertan48> CNN Fact-Checker Rips Apart Donald Trump's 'Bombardment Of Dishonesty' In Final Debate | HuffPost Canada  https://t.co/FVb21N7e5C
1319632833611087872 2020-10-23 21:32:39 +0800 <albertan48> Donald Trump has completely delusional Twitter meltdown after losing the debate to Joe Biden - Palmer Report  https://t.co/onivW0ekMj
1319632265400336384 2020-10-23 21:30:24 +0800 <albertan48> Yep, Donald Trump really is going to prison - Palmer Report  https://t.co/QnCIA0XkgV
1319631665367412737 2020-10-23 21:28:01 +0800 <albertan48> Check out this 2020 election forecast via @270toWin  https://t.co/mbz0aVoR1i #2020election
1319630759741681664 2020-10-23 21:24:25 +0800 <albertan48> 2020 Presidential Election Polls: Biden vs. Trump  https://t.co/PBSQGp8vFa
1319506099444174850 2020-10-23 13:09:04 +0800 <albertan48> Joe Biden just wiped the floor with Trump -  https://t.co/aYuARVqzMC  https://t.co/tOfvGOksmQ
1319490029564039170 2020-10-23 12:05:12 +0800 <albertan48> Here are the questions that caused Trump to walk out of his ‘60 Minutes’ interview with Lesley Stahl -  https://t.co/aYuARVqzMC  https://t.co/A3oSvkwOP3
1319488400974442498 2020-10-23 11:58:44 +0800 <albertan48> Top B.C. government officials knew Site C dam was in serious trouble over a year ago: FOI docs | The Narwhal  https://t.co/USAYU179Mi
1319484798432284672 2020-10-23 11:44:25 +0800 <albertan48> Joe Biden just had his finest hour - Palmer Report  https://t.co/DHgFqdPmPV
1319484496043859968 2020-10-23 11:43:13 +0800 <albertan48> Donald Trump just blew it big time - Palmer Report  https://t.co/b5p3QaIg78
1319482381657460746 2020-10-23 11:34:49 +0800 <albertan48> Top B.C. government officials knew Site C dam was in serious trouble over a year ago: FOI docs:  https://t.co/0OtouTp9Aj
1319479750335721472 2020-10-23 11:24:21 +0800 <albertan48> Biden Trump Electoral Map Based on Polls  https://t.co/mbz0aVoR1i
1319460903528509440 2020-10-23 10:09:28 +0800 <albertan48> The Trump-Russia scandals: a quick visual guide - Vox  https://t.co/DD4dnV6mpn
1319427660871655424 2020-10-23 07:57:22 +0800 <albertan48> COVID-19 Forecasts: Deaths | CDC  https://t.co/Y0bCYyrWna
1319426787303043072 2020-10-23 07:53:54 +0800 <albertan48> United States Coronavirus: 8,654,239 Cases and 228,289 Deaths - Worldometer  https://t.co/8HdIx08WiX
1319426289917325312 2020-10-23 07:51:55 +0800 <albertan48> Russia: Trump &amp; His Team’s Ties | Congressman Eric Swalwell  https://t.co/qtLkduuLQN
1319419380321533952 2020-10-23 07:24:28 +0800 <albertan48> All of Donald Trump’s Ties to Russia and Putin, in 7 Charts - POLITICO Magazine  https://t.co/Hq6DNtjPam
1319390408347037696 2020-10-23 05:29:21 +0800 <albertan48> Alleged China-Fighter Trump Has Secret Chinese Bank Account  https://t.co/1pfsqu00r6
1319388385979494400 2020-10-23 05:21:18 +0800 <albertan48> Trump told Bob Woodward he knew in February that COVID-19 was 'deadly stuff' but wanted to 'play it down'  https://t.co/STcapbgkgo
1319387697358594048 2020-10-23 05:18:34 +0800 <albertan48> United States Coronavirus: 8,643,222 Cases and 228,149 Deaths - Worldometer  https://t.co/8HdIx08WiX
1319328230055161857 2020-10-23 01:22:16 +0800 <albertan48> Check out this 2020 election forecast via @270toWin  https://t.co/mbz0aVoR1i #2020election
1319327728273821696 2020-10-23 01:20:17 +0800 <albertan48> 2020 Presidential Election Polls: Biden vs. Trump  https://t.co/PBSQGp8vFa
1319318593390080000 2020-10-23 00:43:59 +0800 <albertan48> Let’s get rid of this evil called Trump  https://t.co/uxf20whPEW via @PalmerReport
1319286071138476033 2020-10-22 22:34:45 +0800 <albertan48> Product Hunt's New CEO: Josh Buckley  https://t.co/xAbGUyK5gP @rrhoover
1319280953726881799 2020-10-22 22:14:25 +0800 <albertan48> Resource Library - TechRepublic  https://t.co/IkdYTPgHEx
1319280585253113857 2020-10-22 22:12:57 +0800 <albertan48> Zero trust security: A cheat sheet (free PDF) - TechRepublic  https://t.co/GRiqYz690O
1319279745758949376 2020-10-22 22:09:37 +0800 <albertan48> AOC plays Among Us on Twitch, sparking one of the most-watched streams ever - CNET  https://t.co/3ntIJgAiiu
1319276914188537858 2020-10-22 21:58:21 +0800 <albertan48>  https://t.co/PtqWbALNDE
1319275827805052929 2020-10-22 21:54:02 +0800 <albertan48> U.S.-China Semiconductor Conflict Is About to Get Even Uglier - Bloomberg  https://t.co/8hIdgKNe0c
1319274824712122369 2020-10-22 21:50:03 +0800 <albertan48> Top US Intelligence Officials Say Iran And Russia Used Voter Registration Records To Spread Disinformation  https://t.co/eJLkRNehHV via @skbaer
1319274212763160576 2020-10-22 21:47:37 +0800 <albertan48> Rudy Giuliani Lied: The "Hunter Biden Emails" Came From Ukraine  https://t.co/z4PhGYOCFB via @politicususa
1319273861045653510 2020-10-22 21:46:14 +0800 <albertan48> Pennsylvania Attorney General Vows Trump Supporters Will Be Charged If They Intimidate Voters  https://t.co/WPrrrXzzBc via @politicususa
1319273371524161548 2020-10-22 21:44:17 +0800 <albertan48> Biden Campaign Condemns "Ongoing" Voter Intimidation in Florida  https://t.co/VlVvtpaogG via @politicususa
1319272314651897862 2020-10-22 21:40:05 +0800 <albertan48> The Hummer: The military-grade SUV that Arnold Schwarzenegger brought to 2000s consumers - Vox  https://t.co/HFJBPC1EsD
1319269914503303171 2020-10-22 21:30:33 +0800 <albertan48> The 20 Funniest Websites for the Best Humor on the Web  https://t.co/8AL7cwwXis
1319268482530168832 2020-10-22 21:24:51 +0800 <albertan48> 25 Insanely Useful Websites That'll Come in Handy Someday  https://t.co/arBIkRvOlt
1319258350576545792 2020-10-22 20:44:36 +0800 <albertan48> United States Coronavirus: 8,585,748 Cases and 227,419 Deaths - Worldometer  https://t.co/8HdIx08WiX
1319257951211716614 2020-10-22 20:43:00 +0800 <albertan48> New U.S. coronavirus cases surpass 60,000 for the second straight day  https://t.co/MFnKtn3y7b via @WSJ
1319257003747782658 2020-10-22 20:39:14 +0800 <albertan48> Trump deliberately played down virus, Woodward book says - BBC News  https://t.co/HH5OrYsjhY
1319256590130671617 2020-10-22 20:37:36 +0800 <albertan48> Trump knew coronavirus was 'deadly' but wanted to 'play it down': Bob Woodward book  https://t.co/xpJlyQANOk
1319255166437060608 2020-10-22 20:31:56 +0800 <albertan48> Pope Francis Calls For Same-Sex Civil Union Law In New Documentary  https://t.co/5QmTGmGL6T
1319254178330341377 2020-10-22 20:28:01 +0800 <albertan48> OxyContin-maker Purdue Pharma to pay $8.3 billion settlement for its role in opioid crisis  https://t.co/pVfyXB5PXE
1319253882992689153 2020-10-22 20:26:50 +0800 <albertan48> In fiery speech, Obama tells voters Biden stands 'with democracy, not dictators'  https://t.co/PtEEJKaQbI via @TheWeek
1319251785895145477 2020-10-22 20:18:30 +0800 <albertan48> Biden Trump Electoral Map Based on Polls  https://t.co/mbz0aVoR1i
1319141040620666881 2020-10-22 12:58:27 +0800 <albertan48> Speaker Pelosi and Chairman Schiff Statement on Cancellation of Election Security Briefings by Office of the Director of National Intelligence | Speaker Nancy Pelosi  https://t.co/rxgpmzT2s8
1319094014302244864 2020-10-22 09:51:35 +0800 <albertan48> 19 Quick Ways to Turn Out the Vote in 2020  https://t.co/MFQqf30Ztg
1319082492570161152 2020-10-22 09:05:48 +0800 <albertan48> Check out this 2020 election forecast via @270toWin  https://t.co/mbz0aVoR1i #2020election
1319081979938181123 2020-10-22 09:03:46 +0800 <albertan48> 2020 Presidential Election Polls: Biden vs. Trump  https://t.co/PBSQGp8vFa
1319063887149297664 2020-10-22 07:51:52 +0800 <albertan48> The data is in: Fox News may have kept millions from taking the coronavirus threat seriously - The Washington Post  https://t.co/kn3aeOHHcU
1319061319732002818 2020-10-22 07:41:40 +0800 <albertan48> Fox News Claims It Never Called COVID-19 a Hoax | NowThis - YouTube  https://t.co/JAaeNqyK3c
1319054643700269056 2020-10-22 07:15:08 +0800 <albertan48> Donald Trump just doesn't have the money - Palmer Report  https://t.co/UQ5pNXEn4K
1319054144439635968 2020-10-22 07:13:09 +0800 <albertan48> Rudy Giuliani has apparently not been texting with an Ivanka Trump impostor [UPDATED] - Palmer Report  https://t.co/97604gjTWq
1319053120404480000 2020-10-22 07:09:05 +0800 <albertan48> Mary Trump calls for Donald Trump to be sent to the Hague - Palmer Report  https://t.co/4s1VcQlOA3
1319052026332917760 2020-10-22 07:04:44 +0800 <albertan48> Donald Trump's stooge Mark Meadows melts down as finance scandal gets even uglier - Palmer Report  https://t.co/n0JSZRZ6Gt
1319051474496753664 2020-10-22 07:02:32 +0800 <albertan48> The real reason Donald Trump's secret Chinese bank account is such a nightmare for him - Palmer Report  https://t.co/QK1cZbdCNe
1319047486657327105 2020-10-22 06:46:42 +0800 <albertan48> Hunter and Joe Biden, Burisma, and Trump’s stunningly hypocritical attacks - Vox  https://t.co/6gqfk63a6m
1319021141176897536 2020-10-22 05:02:00 +0800 <albertan48> Biden Trump Electoral Map Based on Polls  https://t.co/mbz0aVoR1i
1318885588070666241 2020-10-21 20:03:22 +0800 <albertan48> Trump attorneys and House Dems fight over subpoena for financial records - CBS News  https://t.co/zK8e2xKPMd
1318882934552580097 2020-10-21 19:52:49 +0800 <albertan48> Check out this 2020 election forecast via @270toWin  https://t.co/mbz0aVoR1i #2020election
1318882336168030213 2020-10-21 19:50:27 +0800 <albertan48> 2020 Presidential Election Polls: Biden vs. Trump  https://t.co/PBSQGp8vFa
1318765786492588033 2020-10-21 12:07:19 +0800 <albertan48> Temperatures down, cases up: Next 12 weeks ‘the darkest’ yet in COVID-U.S.A. | National Post  https://t.co/fKdYmEeQSx
1318764632262156288 2020-10-21 12:02:44 +0800 <albertan48> United States Coronavirus: 8,520,307 Cases and 226,149 Deaths - Worldometer  https://t.co/8HdIx08WiX
1318738828417409024 2020-10-21 10:20:12 +0800 <albertan48> Donald Trump just tipped off how badly he's panicking about losing - Palmer Report  https://t.co/JbsKIJrda9
1318737532775878656 2020-10-21 10:15:03 +0800 <albertan48> Exposed: secret bank account exposes money trail from China to Donald Trump - Palmer Report  https://t.co/p4WuHHVYqp
1318719625203380224 2020-10-21 09:03:53 +0800 <albertan48> Election 2020: The Paths to Victory for Trump and Biden  https://t.co/a3TPzoS9z1
1318718716394184705 2020-10-21 09:00:17 +0800 <albertan48> Biden Trump Electoral Map Based on Polls  https://t.co/mbz0aVoR1i
1318717492458528768 2020-10-21 08:55:25 +0800 <albertan48> So much for Donald Trump's Law and Order - Palmer Report  https://t.co/2fvTATJtHX
1318712562142171136 2020-10-21 08:35:49 +0800 <albertan48> United States Coronavirus: 8,519,586 Cases and 226,137 Deaths - Worldometer  https://t.co/8HdIx08WiX
1318647499943542785 2020-10-21 04:17:17 +0800 <albertan48> Biden Trump Electoral Map Based on Polls  https://t.co/mbz0aV7g9K
1318647258502598656 2020-10-21 04:16:20 +0800 <albertan48> 2020 Presidential Election Polls: Biden vs. Trump  https://t.co/PBSQGoQUNC
1318569220209209345 2020-10-20 23:06:14 +0800 <albertan48> It Sure Sounds Like Trump Is About to Back Out of the Last Debate With Biden | Vanity Fair  https://t.co/8laQ9Z6xNA
1318567971002839040 2020-10-20 23:01:16 +0800 <albertan48> Check out this 2020 election forecast via @270toWin  https://t.co/mbz0aVoR1i #2020election
1318567742560088065 2020-10-20 23:00:22 +0800 <albertan48> 2020 Presidential Election Polls: Biden vs. Trump  https://t.co/PBSQGp8vFa
1318567355895541762 2020-10-20 22:58:50 +0800 <albertan48> All of Donald Trump’s Ties to Russia and Putin, in 7 Charts - POLITICO Magazine  https://t.co/Hq6DNtjPam
1318566232438681600 2020-10-20 22:54:22 +0800 <albertan48> No wonder Donald Trump is unraveling - Palmer Report  https://t.co/JEynVI8DpN
1318565606757593091 2020-10-20 22:51:53 +0800 <albertan48> This is turning into pandemonium - Palmer Report  https://t.co/XZ6GVmHZai
1318563707622879233 2020-10-20 22:44:20 +0800 <albertan48> United States Coronavirus: 8,462,357 Cases and 225,325 Deaths - Worldometer  https://t.co/8HdIx08WiX
1318443320742346757 2020-10-20 14:45:57 +0800 <albertan48> 2020 Presidential Election Interactive Map  https://t.co/qPtNhob7yY
1318417678399275011 2020-10-20 13:04:04 +0800 <albertan48> The debate commission just backed Donald Trump into a no-win corner - Palmer Report  https://t.co/rlpyigSc8K
1318415422689996800 2020-10-20 12:55:06 +0800 <albertan48> United States Coronavirus: 8,456,653 Cases and 225,222 Deaths - Worldometer  https://t.co/8HdIx08WiX
1318365811237552129 2020-10-20 09:37:58 +0800 <albertan48> Charts for Uncharted Territory: Trump's Collusion - Dolphins  https://t.co/sJNXUNngpr
1318365209258389504 2020-10-20 09:35:34 +0800 <albertan48> My Article Saying Trump Was Compromised by Russia Was Right  https://t.co/dr5BBH8Zl9
1318364593576574976 2020-10-20 09:33:07 +0800 <albertan48> Mapping the Trump-Russia network - Vox  https://t.co/oS4Zs3BDIF
1318363438104473601 2020-10-20 09:28:32 +0800 <albertan48> Donald Trump's Russian hacker problem - Palmer Report  https://t.co/UwUaSdtViD
1318360264551485440 2020-10-20 09:15:55 +0800 <albertan48> United States Coronavirus: 8,453,844 Cases and 225,212 Deaths - Worldometer  https://t.co/8HdIx08WiX
1318360093411266561 2020-10-20 09:15:14 +0800 <albertan48> Trump deliberately played down virus, Woodward book says - BBC News  https://t.co/HH5OrYsjhY
1318359813844135941 2020-10-20 09:14:08 +0800 <albertan48> Bob Woodward book 'Rage:' Trump admits to concealing true threat of coronavirus - CNNPolitics  https://t.co/WafHgsMyfF
1318358966645137409 2020-10-20 09:10:46 +0800 <albertan48> Biden Trump Electoral Map Based on Polls  https://t.co/mbz0aVoR1i
1318358444164800512 2020-10-20 09:08:41 +0800 <albertan48> 2020 Presidential Election Polls: Biden vs. Trump  https://t.co/PBSQGp8vFa
1318165045197467648 2020-10-19 20:20:11 +0800 <albertan48> How technology is shaping the future of health care - STAT  https://t.co/NrntsFh2fC
1318156774889848832 2020-10-19 19:47:19 +0800 <albertan48> Check out this 2020 election forecast via @270toWin  https://t.co/mbz0aVoR1i #2020election
1318155861353586688 2020-10-19 19:43:42 +0800 <albertan48> 2020 Presidential Election Polls: Biden vs. Trump  https://t.co/PBSQGp8vFa
1318153550342451200 2020-10-19 19:34:31 +0800 <albertan48> Timeline: Charting Trump's public comments on Covid-19 vs. what he told Woodward in private  https://t.co/Hl9AlwN72S
1318148944275275776 2020-10-19 19:16:12 +0800 <albertan48> United States Coronavirus: 8,388,013 Cases and 224,732 Deaths - Worldometer  https://t.co/8HdIx08WiX
1318042377538293760 2020-10-19 12:12:45 +0800 <albertan48> Mapping the Trump-Russia network - Vox  https://t.co/oS4Zs3BDIF
1318042009580359681 2020-10-19 12:11:17 +0800 <albertan48> All of Donald Trump’s Ties to Russia and Putin, in 7 Charts - POLITICO Magazine  https://t.co/Hq6DNtjPam
1318040826023325696 2020-10-19 12:06:35 +0800 <albertan48> Alexey Navalny Has the Proof of His Poisoning | The New Yorker  https://t.co/rr6T8Q1ddP
1318039933106360320 2020-10-19 12:03:02 +0800 <albertan48> 11 Best Google Design and Development Tools  https://t.co/lk89fyfzgP
1318037414519078918 2020-10-19 11:53:02 +0800 <albertan48> Google Integrates Cryptocurrency Project With New Smart Contract Tool  https://t.co/hH0oX8sBpL
1318034763664424961 2020-10-19 11:42:30 +0800 <albertan48> Trump Accuses New Zealand’s Prime Minister of Competently Handling the Coronavirus to Get Reëlected | The New Yorker  https://t.co/BJQX8NR05q
1318025458890338304 2020-10-19 11:05:31 +0800 <albertan48> Biden Trump Electoral Map Based on Polls  https://t.co/mbz0aVoR1i
1317985246416048129 2020-10-19 08:25:44 +0800 <albertan48> Donald Trump seeks revenge on his way out the door - Palmer Report  https://t.co/jFX4sxDTZv
1317984561725239296 2020-10-19 08:23:01 +0800 <albertan48> Donald Trump just tipped off how truly broke he and his campaign are - Palmer Report  https://t.co/BUS1UYf6in
1317914673145028608 2020-10-19 03:45:18 +0800 <albertan48> Feds chased suspected foreign link to Trump's 2016 campaign cash for three years - CNNPolitics  https://t.co/MPCuUCaBor
1317914436582002688 2020-10-19 03:44:22 +0800 <albertan48> Mysterious Money Flowed to 2016 Trump Campaign in Final Days  https://t.co/rwCT68OdrU
