1344063760252678152 2020-12-30 07:32:26 +0800 <rdp24k> After 12-Year Run, Obama Falls to Donald Trump as Most Admired Man  https://t.co/ihieYwhaNe via @BreitbartNews
1318277226937331714 2020-10-20 03:45:57 +0800 <rdp24k>  https://t.co/dkJveEAtFV
1318265935044710406 2020-10-20 03:01:05 +0800 <rdp24k> New Yorker Suspends Jeffrey Toobin for Zoom Dick Incident  https://t.co/TrMd37Ekx4 via @vice
1318265725329563652 2020-10-20 03:00:15 +0800 <rdp24k> Jeffrey Toobin Reportedly Suspended From The New Yorker For Exposing Himself During Staff Zoom Call  https://t.co/WCHfz1YymY via @mediaite
1318264616422617093 2020-10-20 02:55:51 +0800 <rdp24k> Nolte: NY Times Smears NY Post but Can‘t Deny Authenticity of Hunter Biden Emails  https://t.co/nHZhDkWX1a via @BreitbartNews
1318264447949996043 2020-10-20 02:55:11 +0800 <rdp24k> Ratcliffe says there 'should be' more Durham probe indictments  https://t.co/bU26qDvZWF #FoxNews
1318264232769703938 2020-10-20 02:54:19 +0800 <rdp24k> FLASHBACK: Next Debate Moderator Caught on Hot Mic Coaching Hillary Coms Director Before Interview  https://t.co/mVSp2ZHxHN
1318264042788630528 2020-10-20 02:53:34 +0800 <rdp24k> Hunter, Burisma, China, and ‘the Big Guy’  https://t.co/BaI4IFljCS
1318262514740830209 2020-10-20 02:47:30 +0800 <rdp24k> WATCH: Biden Surrogate Does a Tail Spin While Failing to Address Hunter Biden's Emails  https://t.co/BssgQ9L5iQ
1318262146606694402 2020-10-20 02:46:02 +0800 <rdp24k> Study: Biden Will Raise Taxes On 80 Percent Of Americans, Cut Annual Income $6,500 Per Household  https://t.co/WTXeh3LMTL
1318261934995738624 2020-10-20 02:45:12 +0800 <rdp24k> Biden’s transition team’s ties to Facebook and Twitter under new scrutiny  https://t.co/HCFxutLXhd #FoxNews
1318261763012497413 2020-10-20 02:44:31 +0800 <rdp24k> Joe Biden Walks Off When Questioned About FBI Seizing Son‘s Laptop  https://t.co/79Vms7w7Lh via @BreitbartNews
1318259055236874241 2020-10-20 02:33:45 +0800 <rdp24k> North Carolina Police Officer Viciously Beaten as Onlookers Laugh, Film for 11 Minutes  https://t.co/KdFf0ho7Pa via @BigLeaguePol
1318252155514605569 2020-10-20 02:06:20 +0800 <rdp24k>  https://t.co/E95fswm0gv
1318238073092714496 2020-10-20 01:10:22 +0800 <rdp24k> Censoring the Biden story: How social media becomes state media  https://t.co/Y8aztnCrO6
1318237040585117696 2020-10-20 01:06:16 +0800 <rdp24k> Critics pan NBC town hall, Savannah Guthrie for 'debating' Trump, ABC for giving 'softballs' to Biden  https://t.co/1HIpi83oY9 #FoxNews
1318236044970610689 2020-10-20 01:02:19 +0800 <rdp24k>  https://t.co/7tvHxjA6Px
1318235693026627584 2020-10-20 01:00:55 +0800 <rdp24k> Sen. Ron Johnson Asked if FBI Investigated Child Porn on Hunter Biden&amp;apos;s Laptop  https://t.co/iNpSg9LCKT
1318234394247704576 2020-10-20 00:55:45 +0800 <rdp24k> Chuck Todd: The Michigan Supreme Court Did Not "Cite Any Law" In Ruling Whitmer's Actions Unconstitutional  https://t.co/Id3NyXdJfM
1318233998850740225 2020-10-20 00:54:11 +0800 <rdp24k> Johnson to Wray: Tell us everything about Hunter Biden’s alleged laptop  https://t.co/AvzHhAz0Ca
1318232920037986304 2020-10-20 00:49:54 +0800 <rdp24k> Ratcliffe to Schiff: No, the intel community hasn’t called Hunter’s laptop “Russian disinformation”  https://t.co/Byw7YNBAVX
1318232436338266115 2020-10-20 00:47:59 +0800 <rdp24k> Franklin Graham    Here’s a quote I saw today that's worth reading: "America does not need to see the tax return of a billionaire who became a public servant. But America might need to see the tax returns of public servants who became millionaires while being public servants."
1318231997446324228 2020-10-20 00:46:14 +0800 <rdp24k> Ratcliffe says Hunter Biden laptop, emails 'not part of some Russian disinformation campaign'  https://t.co/cywtjgsa94 #FoxNews
1318231802016894982 2020-10-20 00:45:27 +0800 <rdp24k> Someone Else’s Life Is Passing before Biden’s Eyes  https://t.co/UzgDgUHsby
1318231279142375424 2020-10-20 00:43:23 +0800 <rdp24k> Would you be my Neighbor… If I had a Trump sign in my yard?  https://t.co/Nhie70X9do via @wbtradio
1318230955065212930 2020-10-20 00:42:05 +0800 <rdp24k> A.F. Branco Cartoon - Political Favors  https://t.co/DpjNQb1F7B via @afbranco
1318230396472074245 2020-10-20 00:39:52 +0800 <rdp24k> Ron Johnson Asks FBI to Clarify Whether It Possesses ‘Material from Hunter Biden’s Laptop’  https://t.co/co3qy4ZdgE
1318028100316418048 2020-10-19 11:16:01 +0800 <rdp24k> ‘He kicked ISIS’ a*s!’ Glenn Beck shuts #NeverTrump DOWN with epic thread of Trump’s actual accomplishments over the past 4 years  https://t.co/3MiHnrIHV6 via @twitchyteam
1318025966099247104 2020-10-19 11:07:32 +0800 <rdp24k> Thousands of emails, salacious photos mire Biden campaign  https://t.co/GpIs6eP7qp via @YouTube
1318025157299048450 2020-10-19 11:04:19 +0800 <rdp24k> Biden Surrogate on Hunter Emails: ‘I Don‘t Think Anybody Is Saying They Are Inauthentic or Not‘  https://t.co/yaGBMCR0a1 via @BreitbartNews
1318024386851573760 2020-10-19 11:01:16 +0800 <rdp24k> Want to Travel Between Alaska and Canada? Think Again…  https://t.co/V6QG8EsaZe
1318021849402540034 2020-10-19 10:51:11 +0800 <rdp24k> Report: Ballots Stolen from Mailboxes in Washington State  https://t.co/wY2j94rCZO via @BreitbartNews
1318021758474215425 2020-10-19 10:50:49 +0800 <rdp24k> The Post Just Nailed the Liberal Media's Pathetic Excuse for Protecting Joe Biden to the Wall   https://t.co/iFCyYZ6avp
1318020981789757440 2020-10-19 10:47:44 +0800 <rdp24k> Ellen DeGeneres Hit With Crushing Blow As More Claims Of Her Negative Behavior Come To Light  https://t.co/iMIQaR875P via @LifeZette
1317997167626387456 2020-10-19 09:13:06 +0800 <rdp24k> Flashback: Secret Service Protection for Hunter Biden Cost Taxpayers Nearly $200,000 (Details) -  https://t.co/QN8p9qYSa2
1317992576209817600 2020-10-19 08:54:51 +0800 <rdp24k> Trump Ad Blasts Joe Biden over Son‘s Business Deals: ‘Turns Out He Lied‘  https://t.co/Qrp47UZoNp via @BreitbartNews
1317987137824894976 2020-10-19 08:33:15 +0800 <rdp24k> Confirmed: Trump Has Footage Of Hunter Biden Raping And Torturing Little...  https://t.co/bI87eIPVfc via @YouTube
1317984089350299649 2020-10-19 08:21:08 +0800 <rdp24k> Casket outside Brooklyn nursing home filled with 6,500 covers of Cuomo's book  https://t.co/mB9BBSYQt4 via @nypmetro
1317983409646538752 2020-10-19 08:18:26 +0800 <rdp24k> Exclusive — Peter Schweizer: Hunter Biden’s Flipped Business Partner Provided 26,000 Emails  https://t.co/TNa20tMNzp via @BreitbartNews
1317982909492494336 2020-10-19 08:16:27 +0800 <rdp24k> Biden Lied About Getting Boilermaker Union Endorsement During ABC News Town Hall  https://t.co/Rq8aosOL3n via @deneenborelli
1317982240584978439 2020-10-19 08:13:47 +0800 <rdp24k> FBI raids Local 98 union headquarters in Philadelphia -- again  https://t.co/PYMYoEGT9a via @billy_penn
1317970357979140096 2020-10-19 07:26:34 +0800 <rdp24k>  https://t.co/Ph87TjeY56
1317956866232778753 2020-10-19 06:32:58 +0800 <rdp24k> 4 time he has run for President it 0 for 3 wins let's make it 0 for 4 wins  https://t.co/OZvaBHFV1j
1317946156211703812 2020-10-19 05:50:24 +0800 <rdp24k> Is this another reason the FBI hid the Hunter Biden Laptop?  https://t.co/lBg9M2rcEk
1317909342335754241 2020-10-19 03:24:07 +0800 <rdp24k> Did Gretchen Whitmer Subliminally Call for Trump's Assassination During NBC Interview?   https://t.co/IN4CU9x4v8
1317832954119421952 2020-10-18 22:20:35 +0800 <rdp24k> Hunter Biden  https://t.co/nRUHxcE16l
1317831378495541249 2020-10-18 22:14:19 +0800 <rdp24k>  https://t.co/3wzLtypzZ4
1317830630449754114 2020-10-18 22:11:21 +0800 <rdp24k> Subject: Biden's Muslim commercial  https://t.co/IcGEuYaFY2  https://t.co/aBnPwgYMd1
1317828766517821440 2020-10-18 22:03:56 +0800 <rdp24k>  https://t.co/JiZmflbrWv
1317828410736082945 2020-10-18 22:02:31 +0800 <rdp24k>  https://t.co/rw0qMp2Sbw
1317824410603163648 2020-10-18 21:46:38 +0800 <rdp24k>  https://t.co/pyIr1xRJrq
1317822635615670272 2020-10-18 21:39:34 +0800 <rdp24k>  https://t.co/uLX2aawjLu
1317821253684727809 2020-10-18 21:34:05 +0800 <rdp24k> FBI Chief Chris Wray Hid Information from Public that Absolved President Trump During Impeachment  https://t.co/xektJoS7av
1317820983898705920 2020-10-18 21:33:01 +0800 <rdp24k> AOC, House progressives call for ban on corporate executives in a Biden cabinet  https://t.co/N6jnSVddy4 #FoxNews
1317820627588448256 2020-10-18 21:31:36 +0800 <rdp24k> Biden‘s Gun Agenda Could Cost AR-15 Owners $3.6 Billion in Taxes  https://t.co/KlZQ9SNxyx via @BreitbartNews
1317819748197990400 2020-10-18 21:28:06 +0800 <rdp24k> Even More Proof of the Final Debate Moderator's Anti-Trump Nature Have Surfaced  https://t.co/5Fm8dUFCP0
1317819516634750976 2020-10-18 21:27:11 +0800 <rdp24k> Kelly Campaign Spox Calls Police ‘Worthless F—ing Pigs’  https://t.co/JrgdXzLPvA
1317818563487477765 2020-10-18 21:23:24 +0800 <rdp24k> Police rip Biden's repeated advice to shoot suspects 'in the leg'  https://t.co/F4eX24clLs #FoxNews
1317818287892422656 2020-10-18 21:22:18 +0800 <rdp24k> Whitmer vetoes voter fraud bill, cites redundancy, confusion  https://t.co/fBCmsZBFZE via @detroitnews
1317817949592453120 2020-10-18 21:20:57 +0800 <rdp24k> Pennsylvania Union Calls Out Joe Biden: We Support Trump, Not You  https://t.co/rC1Vu3AYcU via @BreitbartNews
1317817404152565761 2020-10-18 21:18:47 +0800 <rdp24k> Fearful New Yorkers plan to flee city on Election Day: 'People will go nuts'  https://t.co/4EVXQJOJ54 via @nypost
1317817064325812225 2020-10-18 21:17:26 +0800 <rdp24k> Rep. Budd introduces bill to limit Big Tech's Section 230 immunity amid censorship outcry  https://t.co/PoagpSep6H #FoxNews
1317816918229778432 2020-10-18 21:16:51 +0800 <rdp24k> Did Identity Politics Backfire on NBC During President Trump's Town Hall?   https://t.co/P2fqNHrIYA
1317816673848725506 2020-10-18 21:15:53 +0800 <rdp24k> Mark Levin: Joe Biden a Nasty Human Being Who Lied His Way to Power  https://t.co/wTiuanumlb via @BreitbartNews
1317816171924758530 2020-10-18 21:13:53 +0800 <rdp24k> Can the Democrats Sell Their Worst Candidate Ever?  https://t.co/JgueHEIYNo
1317816042320789510 2020-10-18 21:13:22 +0800 <rdp24k> Pro-Trump Union Blasts Biden for Lying About Endorsement  https://t.co/srs80ApyIr
1317815094072442880 2020-10-18 21:09:36 +0800 <rdp24k> A.F. Branco Cartoon - What's in a Name?  https://t.co/CZSGpc7yvF via @afbranco
1317668393512767488 2020-10-18 11:26:40 +0800 <rdp24k>  https://t.co/gKJuKTukTR
1317631405006913537 2020-10-18 08:59:42 +0800 <rdp24k>  https://t.co/NcvH4N67bY
1317629181233188867 2020-10-18 08:50:51 +0800 <rdp24k>  https://t.co/OuL0Hryb3N
1317612346869776389 2020-10-18 07:43:58 +0800 <rdp24k> KEEP AMERICA GREAT (Official Music Video) - Trump Song by Camille &amp; Haley  https://t.co/9l77GVBlrx via @YouTube
1317606346372665346 2020-10-18 07:20:07 +0800 <rdp24k>  https://t.co/WeJ1MChFJE
1317593889360982017 2020-10-18 06:30:37 +0800 <rdp24k> I voted today in North Carolina, no lines, took less than 20  minutes from time I got out of my car until I returned back to my car. The best 20 minutes to help save America, now it is your time to do your part.  https://t.co/1GtJBR39TI
1317592037110272001 2020-10-18 06:23:15 +0800 <rdp24k> Twitter reinstates Kayleigh McEnany: ‘I’M BACK and I will NOT be silenced’ -  https://t.co/MxvHmAsMSu - @washtimes
1317591870860648448 2020-10-18 06:22:36 +0800 <rdp24k> Schweizer: Hunter Biden Had ‘United Nations of Corruption‘ and Joe Biden Was ‘the Planet‘ It Moved Around  https://t.co/PP4wvzjsig via @BreitbartNews
1317591611862376448 2020-10-18 06:21:34 +0800 <rdp24k> ‘Ya don’t say’! Louisville TV station reports bins of ballots found discarded in dumpster  https://t.co/GLRYJb8WvD via @twitchyteam
1317591224824614914 2020-10-18 06:20:02 +0800 <rdp24k> The One Text That Hunter Biden Sent to Joe...That Turned Out to Be Rather Prophetic  https://t.co/1SrQkTBR5y
1317590801074081794 2020-10-18 06:18:21 +0800 <rdp24k> Schweizer: More Emails, Proof of Relationship Between Hunter Biden, Russian Oligarch Forthcoming  https://t.co/PsUgUKKqfm via @BreitbartNews
1317590449402642435 2020-10-18 06:16:57 +0800 <rdp24k> Biden lashes out at CBS reporter when asked about NY Post report: 'I have no response, another smear campaign'  https://t.co/IduJqdCoXX #FoxNews
1317589909969002497 2020-10-18 06:14:48 +0800 <rdp24k> Exclusive — ‘This is China, Inc.’: Emails Reveal Hunter Biden’s Associates Helped Communist-Aligned Chinese Elites Secure White House Meetings  https://t.co/LakIrRYsTb via @BreitbartNews
1317589574424645632 2020-10-18 06:13:28 +0800 <rdp24k> RNC files FEC complaint against Twitter, claims company made 'illegal in-kind contribution' to Biden campaign  https://t.co/VOBDO1spbO #FoxNews
1317579216414777344 2020-10-18 05:32:19 +0800 <rdp24k> Matt Gaetz tweets out entire Hunter Biden story line by line to evade Twitter block -  https://t.co/zLTizU0Dn0 - @washtimes
1317578738691919872 2020-10-18 05:30:25 +0800 <rdp24k> Report: Unconfirmed Hunter Biden 'smoking-gun' emails, hard drive shows VP involvement with Burisma and so much more  https://t.co/MKfGUZ9i4D via @BIZPACReview
1317577697896398848 2020-10-18 05:26:17 +0800 <rdp24k> Source on alleged Hunter Biden email chain verifies message about Chinese investment firm  https://t.co/vNDCWNrsku #FoxNews
1317577215769530368 2020-10-18 05:24:22 +0800 <rdp24k> On the campaign trail: A reporter did his job and Joe Biden lost his mind  https://t.co/Na5L1ie48l
1317576709827383298 2020-10-18 05:22:21 +0800 <rdp24k> MAGA YMCA  parody ft. Mindy Robinson, Joy Villa, Deplorable Choir, Tommy...  https://t.co/lhufyJb6Ak via @YouTube
1317576503534755840 2020-10-18 05:21:32 +0800 <rdp24k> WATCH: Joe Biden Flips Out at CBS Reporter for Question about Hunter Emails; Recipient Verifies Authenticity of Emails Proposing Pay-Off to Joe Biden; Text Messages Show Raw and Intimate Exchange between Joe and Hunter Biden | Restoring Liberty  https://t.co/07SSsGb1Qt
1317576269765234693 2020-10-18 05:20:36 +0800 <rdp24k> Sen. Johnson: Has the FBI had the Hunter Biden laptop material for ten months?  https://t.co/rLh0J4vcvD
1317576149338361859 2020-10-18 05:20:08 +0800 <rdp24k> More NYPost: Hunter e-mails show big paydays from China  https://t.co/Z2Il9N3fqw
1317575982031712256 2020-10-18 05:19:28 +0800 <rdp24k> New Bombshell: Emails Show Hunter Biden Helped Arrange White House Meeting for CCP Elites  https://t.co/jdum0jiNEJ
1317574878996856834 2020-10-18 05:15:05 +0800 <rdp24k> Hunter Biden email detailing alleged Chinese ties confirmed by source: report  https://t.co/YEJKnxSMci via @nypost
1317567775838261251 2020-10-18 04:46:51 +0800 <rdp24k> Integrity is apparently a myth with the journalists at @NBCNews. via @JV3MRC   https://t.co/peQxrfHrYc
1317479070565879809 2020-10-17 22:54:22 +0800 <rdp24k> Joe Scarborough Throws Tantrum Over 'Snowflake' Critics Blasting Tainted Town Halls  https://t.co/dDrVjs9ZS6
1317471728021491714 2020-10-17 22:25:12 +0800 <rdp24k> Hunter Biden scandal BURIED by @NBCNews @ABC @CBSNews @MSNBC @CNN Only 9 minutes in two days.  https://t.co/5VbsSEgkVF
1317471408881082369 2020-10-17 22:23:55 +0800 <rdp24k> Kristen Welker, upcoming presidential debate moderator, has deep Democrat ties  https://t.co/nqrijQJ4LI via @nypost
1317471247131906048 2020-10-17 22:23:17 +0800 <rdp24k> AOC, House progressives pen warning to Biden over cabinet picks  https://t.co/GaSwPbJxZ7 via @nypost
1317470672210300928 2020-10-17 22:21:00 +0800 <rdp24k> Tucker Carlson Wonders Why ABC Didn't Mention Hunter Biden Conspiracies at Town Hall (Video)  https://t.co/AJK7oBVvoQ
1317304379742052352 2020-10-17 11:20:13 +0800 <rdp24k> Political Cartoons - 2020  https://t.co/EmvQCACNhC
1317264240789643265 2020-10-17 08:40:43 +0800 <rdp24k> Hunter Biden’s Ex-Business Partner Exposes Bombshell Damning Emails  https://t.co/Hivv0rjAb7
1317234748369063936 2020-10-17 06:43:31 +0800 <rdp24k> BOOM: Trump’s town hall BEAT Biden’s town hall in ratings battle!  https://t.co/8X1lM1nN2w via @ThudNews
1317221271105581061 2020-10-17 05:49:58 +0800 <rdp24k>  https://t.co/YxPkrwm9Zn
1317220309347586049 2020-10-17 05:46:09 +0800 <rdp24k> Senators Throw Down Gauntlet, Add Dorsey to List of CEOs to Subpoena  https://t.co/xDScIi9qWs
1317214139576614913 2020-10-17 05:21:38 +0800 <rdp24k> WHAT IS STOPPING HIM NOW I AM SURE HE WILL ENJOY HIS NEW LIFE DOWN UNDER AND WE WILL ENJOY SEEING HIM OFF AT THE AIRPORT...
1317185261751685125 2020-10-17 03:26:53 +0800 <rdp24k> Savannah Guthrie Blasted For Hostile Behavior Toward Trump During Town Hall  https://t.co/QcowxArCDo
1317184371351310338 2020-10-17 03:23:20 +0800 <rdp24k> Collins introduces resolution to remove Pelosi, questioning her mental fitness  https://t.co/wmxJY8DtT5
1317180203748163585 2020-10-17 03:06:47 +0800 <rdp24k> C-SPAN Suspends Steve Scully ‘Indefinitely’ After He Admits To Lying About Twitter Feed Being Hacked  https://t.co/hUZNBu9j2z via @dailycaller
1317179568793550854 2020-10-17 03:04:15 +0800 <rdp24k> Pollak: 15 Crazy Things Joe Biden Said at the ABC Town Hall  https://t.co/0uNptURcWF via @BreitbartNews
1317177454063194112 2020-10-17 02:55:51 +0800 <rdp24k> RNC files FEC complaint against Twitter over censoring of Post's Biden exposé  https://t.co/DDuZaCZNli via @nypost
1317170996521144320 2020-10-17 02:30:12 +0800 <rdp24k>  https://t.co/0UFt8HUVHL
1317162109273317385 2020-10-17 01:54:53 +0800 <rdp24k> ‘WOW’: The Hill’s Joe Concha counts how many questions voters got to ask Trump vs. Savannah Guthrie at NBC’s ‘town hall’  https://t.co/c7kky3kA5U via @twitchyteam
1317157695837949952 2020-10-17 01:37:20 +0800 <rdp24k> Latest NY Post revelation from Hunter Biden’s hard drive: He had a “wild life, pained soul”  https://t.co/Wy0PrPGxEh
1317147770827005958 2020-10-17 00:57:54 +0800 <rdp24k> TikTok effort to manipulate Biden town hall YouTube ratings fails to beat Trump  https://t.co/Nb4CedX6qE via @nypost
1317145987786342400 2020-10-17 00:50:49 +0800 <rdp24k> Biden's ABC town hall questioners include former Obama speechwriter, wife of former Pennsylvania Dem candidate  https://t.co/mmgd0QIjSZ #FoxNews
1317143133860335617 2020-10-17 00:39:29 +0800 <rdp24k> Hannity blasts NBC Town Hall, says Savannah Guthrie served as "Biden’s surrogate"  https://t.co/1xtfJ4UJ0o
1317137693659234306 2020-10-17 00:17:52 +0800 <rdp24k> Trump adviser calls NBC town hall 'brazen display of media duplicity'  https://t.co/EO6Wk78DE7
1317136184670302208 2020-10-17 00:11:52 +0800 <rdp24k> Trump Wins One Metric That Has Decided Every Presidential Winner Since 1988!  https://t.co/Npe684cMDf via @LifeZette
1317136023315468290 2020-10-17 00:11:13 +0800 <rdp24k> Georgetown Professor Says Biden “Isn’t The Biden That Many Of Us Saw”  https://t.co/7Zf5Fw4OBF via @LifeZette
1317135608079392768 2020-10-17 00:09:34 +0800 <rdp24k> Alleged Hunter Biden Camera Contains Nearly 25,000 Images, Loaded With Porn And Sexually Explicit Selfies — NY Post Is Not Publishing  https://t.co/zrBcP5RZHj
1317135111230492679 2020-10-17 00:07:36 +0800 <rdp24k> Pelosi’s Mansion Not Very Socialist  https://t.co/NY3P0yTwFO via @LifeZette
1317134931961794563 2020-10-17 00:06:53 +0800 <rdp24k> Savannah Guthrie Blasted For Hostile Behavior Toward Trump During Town Hall  https://t.co/cqMWXrg6RK via @pamelageller
1317134433078661120 2020-10-17 00:04:54 +0800 <rdp24k> It's Not Just Hunter Biden Giving Joe Heartburn Over Conflict of Interest Issues. Did You See His Son-in-Law?  https://t.co/ehcNlXiBLZ
1317134112893865986 2020-10-17 00:03:38 +0800 <rdp24k> Biden must come clean on Ukraine meeting before Election Day  https://t.co/LgAFZmxXV5
1316917690855006210 2020-10-16 09:43:39 +0800 <rdp24k> Joe Biden Stumbles and Slurs After Black Voter Asks Him: "Besides 'You Ain't Black' What Do you Have to Say to Young Black Voters" (VIDEO)  https://t.co/Jk1nPJ3LeH via @gatewaypundit
1316896892790493186 2020-10-16 08:21:00 +0800 <rdp24k> A.F. Branco Cartoon - A Higher Loyalty  https://t.co/7uh4DUOvrY via @afbranco
1316891951061520384 2020-10-16 08:01:22 +0800 <rdp24k> FCC Chair: New Rulemaking Will Reign in Excessive Social Media Immunity that Has ‘No Basis in the Text of Section 230’ of Comm Act  https://t.co/ncau8JR906
1316890878267527168 2020-10-16 07:57:06 +0800 <rdp24k> Networks will continue to ‘gloss over’ report on Hunter Biden: Lawrence Jones  https://t.co/FN7RmyNQ2G
1316825152617938948 2020-10-16 03:35:56 +0800 <rdp24k> BREAKING: Alleged Emails Purport To Show Hunter Biden Linked Burisma Exec To His Dad Before Ukraine Pressure  https://t.co/z8QP5pGQNI
1316823977872982019 2020-10-16 03:31:16 +0800 <rdp24k> Dictionaries Caught Rewriting Definitions in Real-Time to Support Democrat Attack on Amy Barrett - Revolver  https://t.co/nK84BqQKPG
1316820410298773504 2020-10-16 03:17:05 +0800 <rdp24k> “JUST THE TIP OF THE ICEBERG ON BIDEN CRIME FAMILY”: Emails Reveal Biden Family’s MULTI MILLION $$ Corruption Scheme with CHINA  https://t.co/GqIHfuJIOs via @pamelageller
1316820154588835840 2020-10-16 03:16:04 +0800 <rdp24k> CNN’s Don Lemon Accuses Chris Cuomo Of ‘Doing The Republicans’ Work’ With Court-Packing Questions  https://t.co/dJL6CXzu5e via @LifeZette
1316819727201841162 2020-10-16 03:14:22 +0800 <rdp24k> Ex-Facebook honcho Tim Kendall says Big Tech is a ‘threat to democracy,’ calls for social media reform  https://t.co/vu46Eku8Ct via @pamelageller
1316818775925235713 2020-10-16 03:10:36 +0800 <rdp24k> Levin to Bongino: NYT Writer Who Accused Us of Inciting Violence ‘Must Not Be Following News on Her Own Damn Newspaper’  https://t.co/0Q51eH36Zd
1316809495893377024 2020-10-16 02:33:43 +0800 <rdp24k> Latest Cache Of Emails Detail How Hunter Biden Earned Millions In China "For Introductions" | Zero Hedge  https://t.co/5RHPvRZOJn
1316808433677594629 2020-10-16 02:29:30 +0800 <rdp24k> Ilhan Omar Slams Trump As ‘Incompetent’ – It Immediately Backfires On Her  https://t.co/IriBCJBZP7 via @LifeZette
1316807567625138176 2020-10-16 02:26:03 +0800 <rdp24k> WATCH: How Could Anyone Possibly Vote for Biden After Seeing This?  https://t.co/y3PgXruTMt via @LifeZette
1316807381297356805 2020-10-16 02:25:19 +0800 <rdp24k> Trump Wins One Metric That Has Decided Every Presidential Winner Since 1988!  https://t.co/Npe684cMDf via @LifeZette
1316806865804722177 2020-10-16 02:23:16 +0800 <rdp24k> ACB Quickly Corrects Klobuchar's False Statement About Recusal From Any 2020 Election Case  https://t.co/VhWyf7jRru
1316806157537869824 2020-10-16 02:20:27 +0800 <rdp24k> Obama conference call leaked to corrupt Burisma, Biden emails show  https://t.co/wtXAdI1b2q via @pamelageller
1316805303195840512 2020-10-16 02:17:03 +0800 <rdp24k> Biden Team Is Now Furiously Backpedaling Over NY Post Story About Hunter's Emails  https://t.co/kFGibNi9Ct
1316785306104926210 2020-10-16 00:57:36 +0800 <rdp24k> Hot Mic Catches Sen. Feinstein Talking About Amy Coney Barrett&amp;apos;s Faith  https://t.co/NAU3lHpHEA
1316774278604500998 2020-10-16 00:13:47 +0800 <rdp24k>  https://t.co/NWhFLQL03B
1316773785417273347 2020-10-16 00:11:49 +0800 <rdp24k> Hunter Biden Offered $10 Million Annually by Chinese Energy Firm for ‘Introductions Alone,’ Email Shows  https://t.co/TDPe8mGENj
1316772786673725440 2020-10-16 00:07:51 +0800 <rdp24k> Dems make fools of themselves at Barrett confirmation hearing -  https://t.co/5RDI2raiXM - @washtimes
1316772294593851395 2020-10-16 00:05:54 +0800 <rdp24k> ACB Quickly Corrects Klobuchar's False Statement About Recusal From Any 2020 Election Case  https://t.co/nWvg7Oglcg
1316771700504178688 2020-10-16 00:03:32 +0800 <rdp24k> Breaking: Twitter locked out Trump campaign’s official account for promoting NY Post story; Update: House GOP want emergency Oversight hearing  https://t.co/Tt6LM2CF8K
1316769203815411712 2020-10-15 23:53:37 +0800 <rdp24k> Twitter locks official Trump campaign account over sharing Hunter Biden video  https://t.co/57eIFJpQPM
1316556926315044864 2020-10-15 09:50:06 +0800 <rdp24k> All Trump supporters should tune in to NBC and show the NFL and NBA what real play off ratings  looks like see if we can get 50 million for the Trump town hall...showing ABC what the real champion team looks like
1316553503033221120 2020-10-15 09:36:30 +0800 <rdp24k> Joe Biden's alleged links to Burisma 'as damaging as can be,' Giuliani says  https://t.co/EfkrxB4PkJ
1316539369231200256 2020-10-15 08:40:20 +0800 <rdp24k> All Trump supporters should tune in to NBC and show the NFL and NBA what real play off ratings  looks like see if we can get 50 million for the Trump town hall...showing ABC what the real champion team looks like
1316535570638811137 2020-10-15 08:25:14 +0800 <rdp24k> All Trump supporters should tune in to NBC and show the NFL and NBA what real play off ratings  looks like see if we can get 50 million for the Trump town hall...showing ABC what the real champion team looks like
1316522416156348416 2020-10-15 07:32:58 +0800 <rdp24k> Tommy Lee says he'll leave the US if Trump wins... Who is Tommy Lee and why wait his new wonderful world is just a plane ride away,,,  https://t.co/U2zNc8PXXn
1316518041698603010 2020-10-15 07:15:35 +0800 <rdp24k> Why wait the door to your new world is just a plane ride away,
1316515302876774400 2020-10-15 07:04:42 +0800 <rdp24k> Biden calls press ‘lid’ — won’t speak to reporters — following bombshell report about alleged meeting with Burisma executive  https://t.co/QaH6LvnyP1
1316510839587958785 2020-10-15 06:46:58 +0800 <rdp24k> Postal Worker On Leave After Bags Of Undelivered Mail Found Outside Home Awaiting Trash Pickup In Pennsylvania  https://t.co/j1YvsBR1qL via @chicksonright
1316509324898861058 2020-10-15 06:40:57 +0800 <rdp24k> Joe Biden's alleged links to Burisma 'as damaging as can be,' Giuliani says  https://t.co/wAXYOseCzm #FoxBusiness
1316509161430097922 2020-10-15 06:40:18 +0800 <rdp24k> Facebook censors The Post to help Joe Biden's 2020 campaign  https://t.co/Banb8Jj5bC via @nypost
1316508174338461698 2020-10-15 06:36:22 +0800 <rdp24k> Bruce Springsteen, Author Don Winslow Use Discredited ‘Suckers‘ and ‘Losers‘ Story to Target PA Voters for Biden  https://t.co/5ct5jaz5fN via @BreitbartNews
1316506729572687873 2020-10-15 06:30:38 +0800 <rdp24k> Judge orders North Carolina to revise absentee ballot rules  https://t.co/pVkV7TrZxV
1316506403029372936 2020-10-15 06:29:20 +0800 <rdp24k> Young black Generation Z voters question their loyalty to Democrats   https://t.co/8Ko3M0E3uB via @MailOnline
1316504313628327937 2020-10-15 06:21:02 +0800 <rdp24k>  https://t.co/Ldqht0MklO
1316502853511450624 2020-10-15 06:15:14 +0800 <rdp24k> Obama conference call leaked to Burisma: Biden emails  https://t.co/f7cua2xEDN via @nypost
